código,nombre,poblaciónUrbana,poblaciónRural,departamento,esCapital
552,Medio Baudó,637,13113,Chocó,0
467,Medio San Juan,5978,10706,Chocó,0
191,Melgar,30070,6269,Tolima,0
429,Mercaderes,5149,12956,Cauca,0
627,Mesetas,3743,7611,Meta,0
691,Miraflores,5710,4069,Boyacá,0
523,Miraflores,3563,11207,Guaviare,0
166,Miranda,29174,11281,Cauca,0
1109,Mirití-Paraná,0,1525,Amazonas,0
479,Mistrató,4287,12024,Risaralda,0
234,Mitú,16302,15559,Vaupés,1
159,Mocoa,35066,7816,Putumayo,1
646,Mogotes,3861,7024,Santander,0
926,Molagavita,769,4361,Santander,0
517,Momil,9568,5394,Córdoba,0
150,Mompox,26137,18323,Bolívar,0
963,Mongua,1614,3043,Boyacá,0
941,Monguí,2816,2169,Boyacá,0
363,Moniquirá,10590,10755,Boyacá,0
264,Moñitos,6958,20901,Córdoba,0
874,Montebello,2011,4066,Antioquia,0
356,Montecristo,11408,10334,Bolívar,0
74,Montelíbano,67224,17788,Córdoba,0
162,Montenegro,33955,7479,Quindío,0
16,Montería,352388,101644,Córdoba,1
513,Monterrey,12697,2323,Casanare,0
360,Morales,5944,15557,Bolívar,0
289,Morales,1562,24605,Cauca,0
1006,Morelia,1923,1913,Caquetá,0
1114,Morichal Nuevo,0,1247,Guainía,0
526,Morroa,6710,7873,Sucre,0
73,Mosquera,83520,3434,Cundinamarca,0
463,Mosquera,5963,10806,Nariño,0
774,Motavita,905,7290,Boyacá,0
936,Murillo,1486,3532,Tolima,0
960,Murindó,959,3733,Antioquia,0
369,Mutatá,5654,15423,Antioquia,0
1010,Mutiscua,531,3216,Norte de Santander,0
737,Muzo,5335,3579,Boyacá,0
447,Nariño,2505,14981,Antioquia,0
1084,Nariño,1460,758,Cundinamarca,0
945,Nariño,3739,1195,Nariño,0
854,Nátaga,2214,4173,Huila,0
341,Natagaima,15124,7392,Tolima,0
272,Nechí,14510,12728,Antioquia,0
96,Necoclí,16274,49389,Antioquia,0
243,Neira,16434,14306,Caldas,0
20,Neiva,326263,19648,Huila,1
554,Nemocón,5751,7956,Cundinamarca,0
414,Nilo,4848,14008,Cundinamarca,0
838,Nimaima,2948,3862,Cundinamarca,0
475,Nobsa,6474,9879,Boyacá,0
780,Nocaima,1882,6173,Cundinamarca,0
860,Norcasia,4293,2029,Caldas,0
921,Norosí,2116,3061,Bolívar,0
784,Nóvita,3226,4730,Chocó,0
383,Nueva Granada,8387,11826,Magdalena,0
846,Nuevo Colón,1321,5281,Boyacá,0
743,Nunchía,2139,6728,Casanare,0
753,Nuquí,3809,4859,Chocó,0
510,Obando,11212,3847,Valle del Cauca,0
956,Ocamonte,670,4078,Santander,0
65,Ocaña,90620,9121,Norte de Santander,0
612,Oiba,5630,6185,Santander,0
1051,Oicatá,304,2527,Boyacá,0
1033,Olaya,264,3014,Antioquia,0
236,Olaya Herrera,9924,21669,Nariño,0
939,Onzaga,1233,3770,Santander,0
548,Oporapa,3981,9845,Huila,0
118,Orito,25170,29848,Putumayo,0
766,Orocué,5286,3062,Casanare,0
225,Ortega,8122,24309,Tolima,0
751,Ospina,2484,6273,Nariño,0
656,Otanche,4186,6485,Boyacá,0
370,Ovejas,11985,9045,Sucre,0
1069,Pachavita,389,2064,Boyacá,0
270,Pacho,15569,11819,Cundinamarca,0
882,Pacoa,0,5843,Vaupés,0
618,Pácora,5562,6111,Caldas,0
789,Padilla,4114,3723,Cauca,0
1049,Páez,1169,1698,Boyacá,0
193,Páez,2712,32749,Cauca,0
896,Paicol,2466,3140,Huila,0
452,Pailitas,13403,3865,Cesar,0
975,Paime,460,3947,Cundinamarca,0
242,Paipa,19272,11749,Boyacá,0
1107,Pajarito,706,964,Boyacá,0
220,Palermo,16070,17178,Huila,0
436,Palestina,6798,10919,Caldas,0
615,Palestina,2113,9579,Huila,0
1027,Palmar,1001,2373,Santander,0
302,Palmar de Varela,24849,636,Atlántico,0
1083,Palmas del Socorro,687,1540,Santander,0
21,Palmira,247541,61130,Valle del Cauca,0
543,Palmito,5450,8503,Sucre,0
723,Palocabildo,2849,6311,Tolima,0
111,Pamplona,55366,2834,Norte de Santander,0
944,Pamplonita,906,4039,Norte de Santander,0
1037,Pana Pana,0,3253,Guainía,0
890,Pandi,1070,4606,Cundinamarca,0
1110,Panqueba,600,852,Boyacá,0
1121,Papunaua,0,841,Vaupés,0
987,Páramo,1412,2746,Santander,0
796,Paratebueno,2415,5339,Cundinamarca,0
596,Pasca,2867,9404,Cundinamarca,0
17,Pasto,376456,74359,Nariño,1
189,Patía,13629,22915,Cauca,0
649,Pauna,2628,8169,Boyacá,0
1064,Paya,586,1951,Boyacá,0
285,Paz de Ariporo,19236,7298,Casanare,0
964,Paz de Río,2906,1712,Boyacá,0
779,Pedraza,2494,5585,Magdalena,0
432,Pelaya,12150,5872,Cesar,0
287,Pensilvania,8446,17897,Caldas,0
639,Peque,2086,8978,Antioquia,0
13,Pereira,401241,73115,Risaralda,1
788,Pesca,1984,5878,Boyacá,0
815,Piamonte,634,6745,Cauca,0
40,Piedecuesta,128223,27944,Santander,0
894,Piedras,1781,3859,Tolima,0
156,Piendamó,14944,28770,Cauca,0
873,Pijao,3677,2420,Quindío,0
485,Pijiño del Carmen,8066,7893,Magdalena,0
912,Pinchote,1555,3730,Santander,0
307,Pinillos,2715,22471,Bolívar,0
925,Piojó,2457,2685,Atlántico,0
1113,Pisba,393,930,Boyacá,0
47,Pitalito,77504,53189,Huila,0
212,Pivijay,19217,14536,Magdalena,0
250,Planadas,7645,22329,Tolima,0
92,Planeta Rica,43258,25051,Córdoba,0
104,Plato,46384,13430,Magdalena,0
453,Policarpa,3057,14102,Nariño,0
501,Polonuevo,12656,2756,Atlántico,0
340,Ponedera,11407,11170,Atlántico,0
24,Popayán,252570,29991,Cauca,1
786,Pore,3980,3937,Casanare,0
606,Potosí,2151,9883,Nariño,0
115,Pradera,49382,7156,Valle del Cauca,0
797,Prado,3248,4453,Tolima,0
562,Providencia,5539,7874,Nariño,0
924,Providencia,2284,2871,San Andrés y Providencia,0
333,Pueblo Bello,5577,17260,Cesar,0
171,Pueblo Nuevo,15384,23950,Córdoba,0
561,Pueblo Rico,3401,10050,Risaralda,0
241,Pueblo Viejo,12243,18825,Magdalena,0
834,Pueblorrico,3558,3355,Antioquia,0
597,Puente Nacional,5635,6635,Santander,0
769,Puerres,3054,5265,Nariño,0
1093,Puerto Alegría,0,2023,Amazonas,0
1112,Puerto Arica,0,1340,Amazonas,0
102,Puerto Asís,34061,27422,Putumayo,0
135,Puerto Berrío,42909,4808,Antioquia,0
116,Puerto Boyacá,38324,17772,Boyacá,0
525,Puerto Caicedo,5270,9354,Putumayo,0
484,Puerto Carreño,13480,2520,Vichada,1
278,Puerto Colombia,22519,4476,Atlántico,0
950,Puerto Colombia,0,4833,Guainía,0
361,Puerto Concordia,10597,10845,Meta,0
249,Puerto Escondido,5029,24990,Córdoba,0
417,Puerto Gaitán,7812,10866,Meta,0
319,Puerto Guzmán,4801,19034,Putumayo,0
500,Puerto Leguízamo,9250,6167,Putumayo,0
128,Puerto Libertador,20964,29791,Córdoba,0
695,Puerto Lleras,2961,6747,Meta,0
208,Puerto López,22469,11385,Meta,0
613,Puerto Milán,1857,9917,Caquetá,0
415,Puerto Nare,8134,10712,Antioquia,0
771,Puerto Nariño,2187,6092,Amazonas,0
802,Puerto Parra,3723,3932,Santander,0
216,Puerto Rico,14325,19122,Caquetá,0
416,Puerto Rico,5164,13537,Meta,0
1005,Puerto Rondón,2867,970,Arauca,0
408,Puerto Salgar,14348,4661,Cundinamarca,0
1046,Puerto Santander,0,2991,Amazonas,0
666,Puerto Santander,9677,744,Norte de Santander,0
144,Puerto Tejada,40460,5380,Cauca,0
378,Puerto Triunfo,6316,14167,Antioquia,0
238,Puerto Wilches,16907,14603,Santander,0
1045,Pulí,668,2339,Cundinamarca,0
396,Pupiales,6039,13441,Nariño,0
503,Puracé,1703,13566,Cauca,0
256,Purificación,17847,11565,Tolima,0
507,Purísima,6447,8667,Córdoba,0
957,Quebradanegra,388,4357,Cundinamarca,0
818,Quetame,1629,5564,Cundinamarca,0
56,Quibdó,108622,7465,Chocó,1
197,Quimbaya,29287,5752,Quindío,0
209,Quinchía,8233,25583,Risaralda,0
793,Quípama,1596,6180,Boyacá,0
777,Quipile,675,7493,Cundinamarca,0
836,Ragonvalia,2904,3993,Norte de Santander,0
684,Ramiriquí,5026,4900,Boyacá,0
555,Ráquira,3509,10173,Boyacá,0
982,Recetor,1555,2667,Casanare,0
654,Regidor,4559,6123,Bolívar,0
251,Remedios,10929,18969,Antioquia,0
778,Remolino,5569,2526,Magdalena,0
286,Repelón,17966,8471,Atlántico,0
659,Restrepo,7465,3163,Meta,0
480,Restrepo,9135,7137,Valle del Cauca,0
399,Retiro,10153,9157,Antioquia,0
701,Ricaurte,4470,5109,Cundinamarca,0
407,Ricaurte,2553,16526,Nariño,0
542,Río de Oro,6150,7844,Cesar,0
688,Río Iró,1623,8240,Chocó,0
731,Río Quito,2623,6439,Chocó,0
424,Río Viejo,9702,8669,Bolívar,0
314,Rioblanco,4687,19772,Tolima,0
529,Riofrío,4835,9654,Valle del Cauca,0
25,Riohacha,236927,40986,La Guajira,1
51,Rionegro,81591,42628,Antioquia,0
283,Rionegro,6800,20096,Santander,0
101,Riosucio,19770,43275,Caldas,0
259,Riosucio,8526,20351,Chocó,0
706,Risaralda,4614,4857,Caldas,0
410,Rivera,10827,8165,Huila,0
325,Roberto Payán,1265,22022,Nariño,0
224,Roldanillo,24781,7816,Valle del Cauca,0
858,Roncesvalles,1458,4886,Tolima,0
1055,Rondón,546,2250,Boyacá,0
565,Rosas,1731,11655,Cauca,0
375,Rovira,9922,10620,Tolima,0
422,Sabana de Torres,12263,6230,Santander,0
226,Sabanagrande,31301,1031,Atlántico,0
775,Sabanalarga,2933,5258,Antioquia,0
64,Sabanalarga,82757,17571,Atlántico,0
1048,Sabanalarga,1495,1448,Casanare,0
456,Sabanas de San Ángel,4238,12850,Magdalena,0
122,Sabaneta,42519,10721,Antioquia,0
594,Saboyá,789,11520,Boyacá,0
1091,Sácama,1449,585,Casanare,0
1009,Sáchica,1889,1891,Boyacá,0
72,Sahagún,48608,41666,Córdoba,0
621,Saladoblanco,2826,8754,Huila,0
477,Salamina,9891,6425,Caldas,0
829,Salamina,4395,2590,Magdalena,0
736,Salazar,3757,5185,Norte de Santander,0
531,Saldaña,8639,5746,Tolima,0
823,Salento,3801,3305,Quindío,0
444,Salgar,8891,8648,Antioquia,0
384,Samacá,5997,14119,Boyacá,0
296,Samaná,5147,20637,Caldas,0
131,Samaniego,18811,30642,Nariño,0
182,Sampués,21136,16931,Sucre,0
221,San Agustín,11494,21707,Huila,0
308,San Alberto,18674,6447,Cesar,0
88,San Andrés,53691,18894,San Andrés y Providencia,1
762,San Andrés,2604,5828,Santander,0
871,San Andrés de Cuerquia,2527,3599,Antioquia,0
153,San Andrés Sotavento,12953,30921,Córdoba,0
233,San Antero,17846,14096,Córdoba,0
533,San Antonio,4206,10104,Tolima,0
574,San Antonio del Tequendama,1030,12118,Cundinamarca,0
999,San Benito,470,3525,Santander,0
298,San Benito Abad,5308,20415,Sucre,0
653,San Bernardo,4159,6546,Cundinamarca,0
392,San Bernardo,4285,15479,Nariño,0
195,San Bernardo del Viento,9297,25863,Córdoba,0
557,San Calixto,2185,11446,Norte de Santander,0
482,San Carlos,6026,10060,Antioquia,0
268,San Carlos,5785,21701,Córdoba,0
683,San Carlos de Guaroa,4784,5154,Meta,0
908,San Cayetano,739,4609,Cundinamarca,0
901,San Cayetano,2143,3394,Norte de Santander,0
844,San Cristóbal,5638,1056,Bolívar,0
567,San Diego,7478,5844,Cesar,0
1099,San Eduardo,839,1028,Boyacá,0
474,San Estanislao,12074,4295,Bolívar,0
1087,San Felipe,0,2132,Guainía,0
546,San Fernando,2956,10890,Bolívar,0
918,San Francisco,2454,2768,Antioquia,0
694,San Francisco,3440,6292,Cundinamarca,0
821,San Francisco,4194,2926,Putumayo,0
146,San Gil,40561,5044,Santander,0
359,San Jacinto,20877,693,Bolívar,0
553,San Jacinto del Cauca,3893,9830,Bolívar,0
581,San Jerónimo,4135,8589,Antioquia,0
1070,San Joaquín,656,1789,Santander,0
807,San José,1850,5745,Caldas,0
1028,San José de la Montaña,2210,1158,Antioquia,0
979,San José de Miranda,880,3423,Santander,0
923,San José de Pare,1074,4084,Boyacá,0
632,San José de Uré,5641,5531,Córdoba,0
512,San José del Fragua,6266,8763,Caquetá,0
95,San José del Guaviare,46736,19943,Guaviare,1
954,San José del Palmar,1131,3672,Chocó,0
748,San Juan de Arama,3918,4882,Meta,0
586,San Juan de Betulia,6529,6028,Sucre,0
697,San Juan de Río Seco,2925,6743,Cundinamarca,0
300,San Juan de Urabá,8219,17433,Antioquia,0
185,San Juan del Cesar,24887,12940,La Guajira,0
214,San Juan Nepomuceno,26690,6933,Bolívar,0
1085,San Juanito,820,1371,Meta,0
386,San Lorenzo,2829,17173,Nariño,0
643,San Luis,4695,6243,Antioquia,0
405,San Luis,3705,15448,Tolima,0
940,San Luis de Gaceno,1771,3225,Boyacá,0
792,San Luis de Palenque,2320,5490,Casanare,0
109,San Marcos,34502,24000,Sucre,0
418,San Martín,9120,9530,Cesar,0
309,San Martín,22295,2697,Meta,0
437,San Martín de Loba,7577,10112,Bolívar,0
1019,San Mateo,1478,2104,Boyacá,0
275,San Miguel,5937,21179,Putumayo,0
1074,San Miguel,386,1963,Santander,0
968,San Miguel de Sema,488,4060,Boyacá,0
126,San Onofre,26876,24208,Sucre,0
203,San Pablo,30233,3800,Bolívar,0
448,San Pablo,4034,13369,Nariño,0
664,San Pablo de Borbur,1301,9177,Boyacá,0
483,San Pedro,11144,4861,Sucre,0
423,San Pedro,7372,11011,Valle del Cauca,0
808,San Pedro de Cartago,717,6871,Nariño,0
277,San Pedro de los Milagros,14346,12713,Antioquia,0
237,San Pedro de Urabá,14327,17212,Antioquia,0
151,San Pelayo,8330,35738,Córdoba,0
578,San Rafael,6256,6664,Antioquia,0
468,San Roque,6324,10339,Antioquia,0
540,San Sebastián,1281,12773,Cauca,0
445,San Sebastián de Buenavista,5813,11697,Magdalena,0
461,San Vicente,7398,9569,Antioquia,0
199,San Vicente de Chucurí,13727,21032,Santander,0
91,San Vicente del Caguán,44375,26078,Caquetá,0
726,San Zenón,1959,7171,Magdalena,0
299,Sandoná,11962,13747,Nariño,0
288,Santa Ana,13150,13107,Magdalena,0
352,Santa Bárbara,10298,11619,Antioquia,0
524,Santa Bárbara,2963,11725,Nariño,0
1088,Santa Bárbara,405,1717,Santander,0
579,Santa Bárbara de Pinto,7466,5307,Magdalena,0
569,Santa Catalina,4798,8500,Bolívar,0
980,Santa Helena del Opón,613,3675,Santander,0
856,Santa Isabel,2284,4073,Tolima,0
623,Santa Lucía,11002,492,Atlántico,0
1004,Santa María,2279,1639,Boyacá,0
624,Santa María,3247,8206,Huila,0
12,Santa Marta,482721,16536,Magdalena,1
330,Santa Rosa,14850,8255,Bolívar,0
662,Santa Rosa,1929,8658,Cauca,0
87,Santa Rosa de Cabal,60917,11718,Risaralda,0
192,Santa Rosa de Osos,19012,17091,Antioquia,0
563,Santa Rosa de Viterbo,7156,6251,Boyacá,0
158,Santa Rosa del Sur,23543,19417,Bolívar,0
990,Santa Rosalía,2687,1389,Vichada,0
1058,Santa Sofía,712,1946,Boyacá,0
258,Santacruz,6800,22265,Nariño,0
310,Santafé de Antioquia,15799,8925,Antioquia,0
800,Santana,2353,5318,Boyacá,0
66,Santander de Quilichao,55729,40789,Cauca,0
1050,Santiago,1381,1463,Norte de Santander,0
663,Santiago,4364,6181,Putumayo,0
670,Santo Domingo,1964,8328,Antioquia,0
303,Santo Tomás,24570,883,Atlántico,0
492,Santuario,7297,8453,Risaralda,0
867,Sapuyes,1405,4832,Nariño,0
137,Saravena,32371,15223,Arauca,0
338,Sardinata,9224,13396,Norte de Santander,0
651,Sasaima,2449,8293,Cundinamarca,0
1078,Sativanorte,523,1783,Boyacá,0
1119,Sativasur,263,831,Boyacá,0
164,Segovia,32315,8373,Antioquia,0
530,Sesquilé,3593,10817,Cundinamarca,0
148,Sevilla,34421,10455,Valle del Cauca,0
735,Siachoque,1586,7381,Boyacá,0
172,Sibaté,26392,12725,Cundinamarca,0
537,Sibundoy,10368,3855,Putumayo,0
978,Silos,988,3378,Norte de Santander,0
349,Silvania,6304,15716,Cundinamarca,0
227,Silvia,4315,28000,Cauca,0
798,Simacota,2491,5197,Santander,0
571,Simijaca,7438,5857,Cundinamarca,0
373,Simití,10216,10360,Bolívar,0
204,Sincé,25888,8128,Sucre,0
23,Sincelejo,265350,17483,Sucre,1
989,Sipí,352,3745,Chocó,0
232,Sitionuevo,15783,16306,Magdalena,0
9,Soacha,527644,6074,Cundinamarca,0
825,Soatá,5237,1832,Boyacá,0
824,Socha,3849,3243,Boyacá,0
244,Socorro,25295,5422,Santander,0
785,Socotá,1041,6893,Boyacá,0
59,Sogamoso,98411,13876,Boyacá,0
316,Solano,1948,22183,Caquetá,0
7,Soledad,648373,576,Atlántico,0
724,Solita,4104,5039,Caquetá,0
1020,Somondoco,795,2760,Boyacá,0
196,Sonsón,15051,20005,Antioquia,0
521,Sopetrán,7021,7800,Antioquia,0
761,Soplaviento,8285,182,Bolívar,0
271,Sopó,17564,9775,Cundinamarca,0
1044,Sora,501,2526,Boyacá,0
913,Soracá,750,4529,Boyacá,0
811,Sotaquirá,714,6864,Boyacá,0
455,Sotará,351,16773,Cauca,0
671,Suaita,1837,8375,Santander,0
754,Suan,8353,311,Atlántico,0
420,Suárez,3138,15472,Cauca,0
969,Suárez,2173,2374,Tolima,0
395,Suaza,4467,15019,Huila,0
472,Subachoque,6177,10258,Cundinamarca,0
740,Sucre,1471,7420,Cauca,0
767,Sucre,402,7922,Santander,0
344,Sucre,8032,14371,Sucre,0
440,Suesca,8757,8903,Cundinamarca,0
934,Supatá,1516,3517,Cundinamarca,0
282,Supía,13074,13836,Caldas,0
1034,Suratá,689,2575,Santander,0
585,Susa,6467,6125,Cundinamarca,0
1043,Susacón,968,2059,Boyacá,0
879,Sutamarchán,1355,4535,Boyacá,0
893,Sutatausa,1777,3866,Cundinamarca,0
994,Sutatenza,771,3262,Boyacá,0
266,Tabio,13511,14191,Cundinamarca,0
412,Tadó,12343,6636,Chocó,0
625,Talaigua Nuevo,5397,5990,Bolívar,0
547,Tamalameque,5625,8213,Cesar,0
826,Támara,2336,4700,Casanare,0
121,Tame,20292,33447,Arauca,0
527,Támesis,6494,8065,Antioquia,0
371,Taminango,5133,15769,Nariño,0
704,Tangua,2337,7169,Nariño,0
1120,Taraira,144,824,Vaupés,0
981,Tarapacá,0,4234,Amazonas,0
155,Tarazá,27758,16098,Antioquia,0
435,Tarqui,5098,12665,Huila,0
787,Tarso,3924,3939,Antioquia,0
864,Tasco,1909,4387,Boyacá,0
336,Tauramena,15233,7493,Casanare,0
738,Tausa,1079,7826,Cundinamarca,0
535,Tello,6716,7558,Huila,0
728,Tena,849,8234,Cundinamarca,0
599,Tenerife,6208,6022,Magdalena,0
388,Tenjo,9519,10444,Cundinamarca,0
992,Tenza,1230,2822,Boyacá,0
350,Teorama,2754,19224,Norte de Santander,0
749,Teruel,4402,4385,Huila,0
717,Tesalia,5427,3853,Huila,0
951,Tibacuy,524,4307,Cundinamarca,0
725,Tibaná,1603,7533,Boyacá,0
538,Tibasosa,4811,9385,Boyacá,0
1047,Tibirita,493,2453,Cundinamarca,0
188,Tibú,13763,22945,Norte de Santander,0
63,Tierralta,46375,58442,Córdoba,0
381,Timaná,7377,12973,Huila,0
201,Timbío,13492,20830,Cauca,0
357,Timbiquí,4310,17428,Cauca,0
1042,Tinjacá,457,2582,Boyacá,0
1039,Tipacoque,856,2304,Boyacá,0
342,Tiquisio,6234,16240,Bolívar,0
528,Titiribí,8186,6308,Antioquia,0
677,Toca,3638,6468,Boyacá,0
421,Tocaima,10999,7502,Cundinamarca,0
223,Tocancipá,14032,18789,Cundinamarca,0
946,Togüí,762,4169,Boyacá,0
850,Toledo,1023,5443,Antioquia,0
451,Toledo,4489,12795,Norte de Santander,0
206,Tolú,27842,6029,Sucre,0
413,Tolú Viejo,5453,13442,Sucre,0
820,Tona,563,6566,Santander,0
1013,Tópaga,1414,2280,Boyacá,0
970,Topaipí,816,3697,Cundinamarca,0
255,Toribío,1761,27735,Cauca,0
471,Toro,9298,7160,Valle del Cauca,0
909,Tota,559,4789,Boyacá,0
380,Totoró,1927,18492,Cauca,0
508,Trinidad,8634,6466,Casanare,0
431,Trujillo,8216,9825,Valle del Cauca,0
640,Tubará,6541,4483,Atlántico,0
177,Tuchín,6250,32358,Córdoba,0
29,Tuluá,187121,29483,Valle del Cauca,0
30,Tumaco,117529,90789,Nariño,0
32,Tunja,187689,7807,Boyacá,1
1100,Tununguá,387,1474,Boyacá,0
165,Túquerres,17549,22947,Nariño,0
86,Turbaco,68957,5252,Bolívar,0
511,Turbaná,13945,1086,Bolívar,0
38,Turbo,67148,100738,Antioquia,0
875,Turmequé,2561,3489,Boyacá,0
693,Tuta,2704,7030,Boyacá,0
1101,Tutazá,195,1659,Boyacá,0
661,Ubalá,1282,9309,Cundinamarca,0
872,Ubaque,879,5227,Cundinamarca,0
174,Ubaté,25346,13672,Cundinamarca,0
905,Ulloa,2682,2739,Valle del Cauca,0
668,Úmbita,1847,8475,Boyacá,0
715,Une,4643,4673,Cundinamarca,0
506,Unguía,4746,10418,Chocó,0
692,Unión Panamericana,4312,5436,Chocó,0
773,Uramita,2603,5627,Antioquia,0
36,Uribia,13389,173143,La Guajira,0
147,Urrao,17645,27621,Antioquia,0
426,Urumita,10744,7608,La Guajira,0
708,Usiacurí,8414,1021,Atlántico,0
937,Útica,2741,2275,Cundinamarca,0
335,Valdivia,6730,16024,Antioquia,0
152,Valencia,15968,27988,Córdoba,0
965,Valle de San José,1954,2653,Santander,0
855,Valle de San Juan,2930,3438,Tolima,0
124,Valle del Guamuez,20771,32286,Putumayo,0
15,Valledupar,405004,68228,Cesar,1
868,Valparaíso,3376,2776,Antioquia,0
617,Valparaíso,3868,7819,Caquetá,0
718,Vegachí,5596,3677,Antioquia,0
409,Vélez,10258,8735,Santander,0
393,Venadillo,14368,5284,Tolima,0
572,Venecia,6873,6358,Antioquia,0
991,Venecia,1109,2961,Cundinamarca,0
496,Ventaquemada,2431,13101,Boyacá,0
799,Vergara,1545,6139,Cundinamarca,0
822,Versalles,2932,4186,Valle del Cauca,0
1071,Vetas,1332,1112,Santander,0
984,Vianí,1340,2862,Cundinamarca,0
768,Victoria,3648,4673,Caldas,0
898,Vigía del Fuerte,2093,3494,Antioquia,0
634,Vijes,7249,3898,Valle del Cauca,0
919,Villa Caro,1974,3230,Norte de Santander,0
459,Villa de Leyva,10265,6719,Boyacá,0
69,Villa del Rosario,88649,3996,Norte de Santander,0
473,Villa Rica,12851,3546,Cauca,0
367,Villagarzón,11074,10141,Putumayo,0
1086,Villagómez,623,1553,Cundinamarca,0
658,Villahermosa,3690,6962,Tolima,0
110,Villamaría,48625,9848,Caldas,0
389,Villanueva,18481,1442,Bolívar,0
317,Villanueva,20744,3332,Casanare,0
262,Villanueva,19542,8423,La Guajira,0
887,Villanueva,3618,2135,Santander,0
385,Villapinzón,6639,13417,Cundinamarca,0
907,Villarrica,2180,3209,Tolima,0
11,Villavicencio,482045,23951,Meta,1
816,Villavieja,2460,4851,Huila,0
306,Villeta,16291,8979,Cundinamarca,0
566,Viotá,4365,8977,Cundinamarca,0
1038,Viracachá,373,2828,Boyacá,0
291,Vistahermosa,9260,16648,Meta,0
590,Viterbo,10286,2152,Caldas,0
458,Yacopí,4004,13006,Cundinamarca,0
638,Yacuanquer,2851,8213,Nariño,0
730,Yaguará,7683,1380,Huila,0
764,Yalí,3225,5175,Antioquia,0
138,Yarumal,30905,16531,Antioquia,0
1115,Yavaraté,0,1235,Vaupés,0
315,Yolombó,7327,17057,Antioquia,0
411,Yondó,9612,9380,Antioquia,0
41,Yopal,130923,15281,Casanare,1
476,Yotoco,8376,7969,Valle del Cauca,0
53,Yumbo,107757,14961,Valle del Cauca,0
616,Zambrano,10666,1022,Bolívar,0
739,Zapatoca,5667,3224,Santander,0
744,Zapayán,3649,5192,Magdalena,0
240,Zaragoza,14137,16992,Antioquia,0
145,Zarzal,32290,13391,Valle del Cauca,0
971,Zetaquira,1057,3432,Boyacá,0
895,Zipacón,2119,3512,Cundinamarca,0
48,Zipaquirá,111025,15384,Cundinamarca,0
103,Zona Bananera,5063,56309,Magdalena,0